sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
195,8,>512,TmaTmaTmaNiMepTmaTmaTmaMepTmaTmaTmaTmaNiTmaTmaNiTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaNiMepTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiMepMepTmaTmaTmaTma,[0.82089415 0.1233606  0.05574525]
196,8,>512,TmaTmaNiNiTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaMepTmaTmaNiTmaTmaTmaNiTmaNi,[0.86611501 0.11206956 0.02181543]
197,8,>512,NiNiTmaNiNiNiTmaTmaTmaMepTmaTmaTmaTmaTmaNiMepNiTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaNiMepTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTma,[0.81261725 0.14235328 0.04502948]
198,8,>512,NiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaMepTmaMepTmaNiTmaNiTmaNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiMepTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaNiTma,[0.80417794 0.16171862 0.03410344]
199,8,>512,TmaTmaNiNiNiTmaTmaTmaTmaNiTmaNiTmaMepTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaNiMepTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaNiNiTmaMepTma,[0.78298548 0.18239684 0.03461768]
200,8,>512,TmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiMepTmaTmaNiNiTmaNiTmaNiMepNiTmaTmaTmaNiTmaTmaTmaNiNiTmaTma,[0.83481181 0.13182809 0.0333601 ]
1,9,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMoPheTmaTmaTmaTmaTmaTmaTmaPheMoTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaPheTmaTmaTmaTma,[0.87237052 0.10708553 0.02054395]
2,9,>512,TmaTmaTmaTmaTmaMoTmaTmaPheTmaMoPheTmaTmaPheTmaTmaTmaTmaPheTmaTmaPheTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaMoPheTmaTmaTmaPheTmaTmaTmaMoTmaTmaTma,[0.82800166 0.10916797 0.06283037]
3,9,>512,MoTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePhePheTmaTmaMoTmaTmaTmaPheTmaPheTmaTmaMoTmaTmaPhePheTmaMoTmaTmaTmaPheTmaTmaTmaTmaTmaTma,[0.83925487 0.10863981 0.05210533]
4,9,>512,MoTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaPheTmaMoTmaMoTmaPheTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTma,[0.86181581 0.09688129 0.0413029 ]
5,9,>512,TmaPheTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaPheTmaMoPheTmaTmaTmaTmaTmaTmaPheTmaMoTmaTmaPheTmaTmaTmaTmaTmaTmaMoPheTmaPhePheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTma,[0.80371886 0.15405885 0.04222229]
6,9,>512,PheTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaPheTmaPheTmaPheTmaTmaTmaMoTmaTmaMoTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.8265302  0.15256356 0.02090624]
7,9,>512,TmaMoTmaTmaMoTmaTmaTmaTmaMoPheTmaTmaPheTmaPheTmaTmaMoTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaPheMoTmaPheTmaTmaPheMoTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaMoPheTmaTmaTmaTmaTmaTmaTma,[0.80552579 0.09926049 0.09521372]
8,9,>512,TmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaMoTmaTmaMoTmaTmaPheTmaTmaTmaTmaMoTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaMoTmaTmaMoTmaTma,[0.83925487 0.10863981 0.05210533]
9,9,>512,TmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMoTmaTmaPheTmaTmaTmaPheMoTmaMoTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaMoTmaMoTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTma,[0.81590867 0.13152392 0.05256741]
10,9,>512,PheTmaTmaMoTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaMoTmaPheTmaTmaTmaTmaTmaTmaTmaMoPheTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMoTmaPheTma,[0.82726528 0.13088506 0.04184966]
11,9,>512,TmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaPhePhePhePheTmaTmaPheTmaMoTmaTmaTmaTmaPheTmaPheTmaPheTmaPheTmaPheTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTma,[0.81518016 0.15330756 0.03151229]
12,9,>512,MoTmaPhePheTmaTmaPheTmaTmaPhePheTmaMoTmaMoTmaTmaPheTmaPheTmaMoPheTmaMoTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaMoTmaTmaTmaPheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaMoTmaTmaTmaTmaTmaTma,[0.76900108 0.14525531 0.08574361]
13,9,>512,TmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMoTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMoTmaTmaPhePheTmaTmaTmaPheTmaTmaPheTmaPheTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaPhePhePheTmaPheMo,[0.79143106 0.17677494 0.03179399]
14,9,>512,TmaMoTmaPhePheTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMoPheTmaTmaTmaMoTmaTmaMoTmaPhePheTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaMoPheTmaTmaPheTmaPheTmaTma,[0.7683011  0.16744972 0.06424917]
15,9,>512,TmaTmaPheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaPhePheTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaPheMoTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaPheTmaTmaTma,[0.85002504 0.118876   0.03109896]
16,9,>512,TmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaMoTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaPheMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaMoTmaMoTmaTmaTmaMo,[0.85115006 0.0865697  0.06228024]
17,9,>512,TmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMoPheTmaTmaTmaTmaMoTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.86143776 0.10759866 0.03096358]
18,9,>512,TmaTmaTmaTmaMoTmaTmaTmaTmaMoTmaTmaTmaMoTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaMoTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaMoTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaMoTmaPheTma,[0.82800166 0.10916797 0.06283037]
19,9,>512,TmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaPhePheTmaPheTmaPheTmaTmaTmaTmaMoPheTmaTmaPhePheMoTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaMoTmaPheTmaTmaTmaPheTmaTmaTma,[0.8040796  0.14311886 0.05280155]
20,9,>512,TmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaMoTmaTmaTmaMoTmaTmaPheTmaTmaTmaTmaTmaMoTmaMoTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaMoPhe,[0.86257292 0.07541831 0.06200877]
21,9,>512,TmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaMoMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePheTmaTmaTmaMoTmaTmaMoPheTmaTmaTmaPheTma,[0.83888331 0.11945088 0.04166581]
22,9,>512,TmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaMoTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePheTmaTmaTmaTmaPhePhePheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTma,[0.82616316 0.16338836 0.01044848]
23,9,>512,TmaPheTmaTmaTmaPheTmaTmaMoTmaTmaTmaMoTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPhePheTmaTmaTmaMoTmaTmaMoTmaTmaTmaTmaPhePhePhePhePheMoTmaTmaTmaPhePheTmaTmaPheTmaTmaTmaPheTmaPhePheTmaTmaTmaTma,[0.75603597 0.17942337 0.06454066]
24,9,>512,PheTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaMoPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMoPheTmaPheTmaTmaTmaPheMoTmaPhePheTmaTmaTmaMoTmaMoTmaTmaTmaTmaPheTmaMoTmaTmaMoTmaTmaTmaTmaTma,[0.80480204 0.12120938 0.07398858]
25,9,>512,TmaTmaTmaTmaPheTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaMoTmaMoTmaTmaTmaMoTmaMoTmaTmaPheTmaPheTmaPheTmaTmaTmaTmaPhePheTmaTmaPheTmaPhePheTmaTmaTmaTmaTma,[0.79214468 0.15481754 0.05303777]
26,9,>512,PhePheTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaMoPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaMoTmaTmaTmaTmaPheTmaTmaMoPhe,[0.82726528 0.13088506 0.04184966]
27,9,>512,TmaTmaTmaPheTmaTmaTmaTmaMoTmaTmaTmaTmaPheTmaTmaTmaPheMoPhePheMoPheTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMoTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheTmaPheTmaTmaTmaTma,[0.79214468 0.15481754 0.05303777]
28,9,>512,TmaMoTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheMoTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheMoTmaPheTmaTmaMoTmaPheTmaTmaTmaTmaMoPheTmaTmaPheTmaTmaTmaTmaTmaMoTmaTmaMoTmaPheTmaTmaTmaTmaTmaTmaTmaPhe,[0.80516375 0.11023987 0.08459638]
29,9,>512,PheTmaTmaTmaTmaTmaMoTmaTmaTmaPhePheTmaTmaPheTmaTmaTmaTmaTmaMoTmaMoMoTmaTmaPheTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMoMoTma,[0.81663849 0.1097013  0.07366021]
30,9,>512,TmaTmaPheTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPhePheTmaPheTmaTmaPheTmaPheTmaPheTmaPheTmaTmaTmaMoTmaTmaTmaTma,[0.83851209 0.13025239 0.03123553]
31,9,>512,TmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaMoTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaMo,[0.87237052 0.10708553 0.02054395]
32,9,>512,TmaMoTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPhePheTmaTmaTmaMoTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.86143776 0.10759866 0.03096358]
33,9,>512,PheTmaTmaTmaTmaPheTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaMoTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPhePhePheTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTma,[0.84965069 0.1296258  0.02072351]
34,9,>512,TmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaMoTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaPheTmaPheMoTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhe,[0.81518016 0.15330756 0.03151229]
35,9,>512,PheTmaTmaTmaMoTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMoTmaPheTmaTmaTmaTmaMoPheTmaTmaTmaTmaMoTmaTmaMoTmaTmaMoTmaPhePheTmaTmaTmaTmaTmaTmaMoTmaTmaPheMoTmaTmaTmaPheTmaMoTmaTmaPhePheTmaTmaPheTmaTmaPheTmaMoTmaTmaPhe,[0.74502771 0.14671541 0.10825688]
36,9,>512,TmaTmaTmaPheTmaTmaTmaMoPheTmaTmaTmaTmaTmaTmaTmaMoPheTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoMoTmaMoPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaMoTmaPhePhe,[0.83999897 0.0869889  0.07301213]
37,9,>512,PheMoTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaPheTmaPheTmaPheTmaTmaMoTmaMoTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMoPheTma,[0.81627342 0.12061749 0.0631091 ]
38,9,>512,TmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMoTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaPhePheTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhe,[0.87198983 0.11774268 0.01026749]
39,9,>512,TmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaMoMoPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheMoTmaPheTmaTmaTmaTmaPheTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaPhePheTmaTmaPhePheTmaMoTmaPheTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTma,[0.7676024  0.18960377 0.04279383]
40,9,>512,TmaTmaPhePheTmaTmaPheTmaTmaTmaTmaTmaPheMoTmaTmaTmaTmaTmaPheTmaPhePhePheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheTmaTmaMoTmaTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaPhePheTmaPheTmaTmaPhe,[0.76690497 0.21171756 0.02137747]
41,9,>512,TmaTmaTmaMoTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMoPheTmaTmaTmaPheTmaPheTmaMoTmaTmaPheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaPheMoTmaTmaTmaMoTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.83925487 0.10863981 0.05210533]
42,9,>512,TmaTmaPheTmaPhePheTmaPhePheTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaPhePheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaTmaMoTmaTmaPheTmaTmaTmaPheTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMoTmaTmaTmaTma,[0.80335845 0.16498904 0.03165251]
43,9,>512,TmaPheTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaMoTmaMoPheTmaTmaMoPheTmaTmaPheTmaPheTmaPheTmaPheMoTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaPhePheTmaPheTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTma,[0.78080971 0.14453611 0.07465419]
44,9,>512,TmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaMoTmaTmaPheTmaPheTmaMoTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheMoTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaPheTma,[0.82726528 0.13088506 0.04184966]
45,9,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMoTmaMoTmaMoTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaPheTmaTmaTmaMoTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPhe,[0.8731329  0.08574329 0.0411238 ]
46,9,>512,MoTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMoTmaTmaTmaMoTmaTmaPheTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaMoPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPhePheTmaTmaTmaMoTmaTmaTmaPheTmaTmaTmaTmaPheTma,[0.8276333  0.12003135 0.05233535]
47,9,>512,TmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaMoTmaTmaPhePheMoTmaTmaTmaTmaTmaTmaPheTma,[0.85039972 0.10811673 0.04148356]
48,9,>512,TmaPheTmaTmaTmaTmaPheTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoPheMoTmaTmaTmaTmaTmaMoTmaTmaPheTmaPhePheTmaPheTmaPheTmaTmaTmaTmaPheTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTma,[0.79143106 0.17677494 0.03179399]
49,9,>512,TmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMoTmaTmaTmaTmaTmaTma,[0.89470001 0.08493251 0.02036747]
50,9,>512,TmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaMoTmaMoTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaPheTmaPheTmaTmaMoTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.8621942  0.08615451 0.05165129]
51,9,>512,TmaTmaTmaPheTmaPheTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMoTmaTma,[0.88358343 0.09596124 0.02045533]
52,9,>512,MoTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMoTmaTmaTmaPheTmaTmaTmaTmaMoTmaTmaPheTmaTmaMoTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMoPheTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaPhePhePheTmaTmaMoTmaPheTmaTmaTmaTma,[0.79285959 0.13282051 0.07431989]
53,9,>512,TmaTmaPheTmaTmaTmaTmaPheTmaTmaMoTmaTmaTmaTmaTmaTmaTmaMoTmaMoTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheTmaPheTmaPheTmaTmaMoPhePheTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaMoPheTmaPheTmaTmaTma,[0.7801025  0.16662138 0.05327612]
54,9,>512,TmaTmaTmaTmaTmaTmaTmaTmaPhePhePheTmaTmaTmaTmaTmaPheTmaTmaTmaMoTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaMoMoTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheMoTmaMoTmaTmaTmaPhe,[0.81590867 0.13152392 0.05256741]
55,9,>512,PhePhePheTmaPhePheTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaMoPheTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTma,[0.8265302  0.15256356 0.02090624]
56,9,>512,PheTmaTmaTmaTmaTmaMoPheTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaMoPhePheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.8265302  0.15256356 0.02090624]
57,9,>512,PheTmaPheTmaTmaPhePheTmaTmaTmaMoTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaPhePheTmaTmaMoTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaMoPheTmaTmaTmaTmaTmaPheTmaTma,[0.77939657 0.18866668 0.03193675]
