sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
59,7,>512,TmaMoNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaNiTmaMoTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTma,[0.87219146 0.08526195 0.04254659]
60,7,>512,TmaTmaNiTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiMoNiMoNiMoTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaNiTmaNi,[0.77252604 0.19306611 0.03440785]
61,7,>512,TmaTmaTmaNiTmaMoTmaTmaTmaTmaNiTmaNiTmaTmaMoTmaTmaTmaNiNiTmaTmaNiTmaTmaMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaNiTma,[0.81492707 0.15168028 0.03339265]
62,7,>512,TmaTmaTmaTmaNiTmaTmaNiMoNiNiTmaNiTmaTmaNiTmaNiTmaTmaTmaNiMoTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTma,[0.84512141 0.12220887 0.03266972]
63,7,>512,TmaTmaTmaTmaTmaTmaNiNiTmaTmaMoTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaMoTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaNiNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTma,[0.82695221 0.15090048 0.02214732]
64,7,>512,TmaTmaTmaTmaTmaNiNiNiNiNiNiNiTmaTmaNiTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiMoTmaTmaTmaNiNiTmaTmaTmaNiMoTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaMoMoTmaTmaMoTma,[0.76902597 0.17388744 0.05708659]
65,7,>512,TmaTmaTmaMoTmaTmaNiNiTmaTmaNiMoTmaTmaNiNiNiTmaTmaTmaNiNiTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoNiTmaNiNiNiMoTmaTmaTmaTmaNiTmaTmaNiTmaTma,[0.78160094 0.17297059 0.04542847]
66,7,>512,TmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaMoNiNiTmaNiNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiMoTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTma,[0.82513924 0.14171261 0.03314815]
67,7,>512,TmaTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaMoTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaMoMoNiTmaTmaTmaTmaTmaTmaTmaMoNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaMoNiTmaNiTmaTmaTmaNiTmaNiTmaTma,[0.81134334 0.13324698 0.05540968]
68,7,>512,TmaTmaTmaNiTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaNiNiNiNiNiNiTmaNiMoTmaMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTma,[0.82695221 0.15090048 0.02214732]
69,7,>512,NiTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaMoTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaMoTmaTmaTmaTmaTmaNiTmaMoTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTma,[0.81492707 0.15168028 0.03339265]
70,7,>512,TmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaNiTmaTmaTmaNiNiNiTmaTmaTmaNiTmaTmaMoTmaNiNiTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaMoTmaTmaMoMoTmaNiTmaNiTmaTmaMoTmaTmaMoTmaTmaTmaTma,[0.77809422 0.1540688  0.06783698]
71,7,>512,TmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaMoMoTmaTmaTmaTmaNi,[0.89450665 0.0844281  0.02106524]
72,7,>512,TmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaMoTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaMoTmaMoTmaTmaTma,[0.88340389 0.08484298 0.03175314]
73,7,>512,TmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaNiMoNiTmaTmaTmaTmaTmaNiTmaNiTmaNiMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaNiTmaMoTmaTmaTmaNiTmaTmaNiTmaMoTmaNi,[0.81134334 0.13324698 0.05540968]
74,7,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaMoTmaNiNiMoTmaNiTmaMoTmaTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNi,[0.81492707 0.15168028 0.03339265]
75,7,>512,TmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaMoNiNiNiTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaNiTmaNiNiTmaTmaNiTmaNiTmaNiTmaNiTmaTmaTmaTmaMoMoTmaTmaNiTmaTmaTmaNiTmaNiTmaMo,[0.77984364 0.16349845 0.05665792]
76,7,>512,TmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaMoTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaTmaNiNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTma,[0.86453498 0.10326011 0.03220491]
77,7,>512,NiNiTmaMoTmaNiNiMoTmaTmaNiTmaNiTmaTmaNiMoTmaTmaNiNiTmaTmaMoTmaTmaTmaTmaTmaNiTmaTmaNiMoNiTmaTmaTmaTmaTmaNiTmaMoNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTma,[0.75631697 0.17481407 0.06886896]
78,7,>512,TmaNiTmaTmaTmaMoTmaNiNiTmaTmaTmaTmaMoNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaMoTmaNiTmaNiTmaTmaTmaMo,[0.85723151 0.06825852 0.07450997]
79,7,>512,TmaTmaTmaMoTmaTmaNiTmaTmaTmaTmaNiTmaNiNiMoNiTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaNiNiNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaNiNiNiTmaTmaTmaTmaTmaTma,[0.80456312 0.16179608 0.03364079]
80,7,>512,NiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaMoTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaNiMo,[0.84695142 0.1312216  0.02182698]
81,7,>512,TmaTmaNiNiTmaNiMoTmaNiTmaNiNiMoMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaNi,[0.80456312 0.16179608 0.03364079]
82,7,>512,MoTmaNiTmaTmaTmaMoNiMoNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiMoTmaTmaTmaTmaTmaNiTmaMoTmaTmaTmaTmaTmaTmaTmaMoTmaNiTmaTmaTmaTmaMoTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaTma,[0.82799473 0.09588449 0.07612077]
83,7,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaNiMoMoTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.89450665 0.0844281  0.02106524]
84,7,>512,TmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaMoTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiNiTma,[0.85858144 0.13056009 0.01085847]
85,7,>512,NiMoTmaTmaMoTmaTmaTmaNiNiMoTmaNiTmaTmaNiTmaNiTmaTmaNiNiNiTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaMoNiNiNiTmaTmaMoTmaTmaTmaTmaNiTmaTma,[0.76728779 0.16436313 0.06834907]
86,7,>512,TmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaNiTmaMoTmaTmaTmaMoNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTma,[0.86453498 0.10326011 0.03220491]
87,7,>512,TmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiMoTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaMoTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.92147924 0.05788756 0.0206332 ]
88,7,>512,NiNiTmaNiNiTmaTmaMoTmaTmaTmaTmaTmaMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaMoNiNiMoNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaMoTmaTmaNiTmaNiTmaNiTmaNiTmaTmaTmaTma,[0.82153706 0.12345721 0.05500573]
89,7,>512,TmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaNiNiTmaNiNiTmaNiTmaNi,[0.8185426  0.17027713 0.01118027]
90,7,>512,TmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaMoTmaTmaNiTmaTmaTmaTmaTmaNiMoTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaTma,[0.83520295 0.13188985 0.03290719]
91,7,>512,NiTmaTmaTmaTmaTmaMoTmaNiTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTma,[0.87403608 0.0939865  0.03197743]
92,7,>512,TmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaNiTmaMoTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaMoTmaTmaNiTmaTmaTmaTmaMoTmaNi,[0.86086775 0.08568508 0.05344717]
93,7,>512,NiNiTmaMoTmaMoNiTmaTmaMoMoTmaNiTmaMoTmaMoTmaNiTmaNiTmaTmaNiTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaNiTmaTmaTmaMoNiTmaTmaNiTmaNiNiTmaTmaNiTmaMoTmaNiTmaTmaTma,[0.71902822 0.1874382  0.09353358]
94,7,>512,TmaNiNiNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiMoTmaTmaMoMoNiTmaTmaTmaNiNiTmaMoTmaTmaNiNiTmaMoTmaNiTma,[0.76902597 0.17388744 0.05708659]
95,7,>512,TmaTmaTmaMoTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaMoNiNiMoTmaTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaNiTmaNiNiTmaTmaNiTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTma,[0.80456312 0.16179608 0.03364079]
96,7,>512,NiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiMoTmaTmaNiTmaTmaTmaNiNiMoTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaMoNiTmaTmaTmaNiNiTmaNiTmaNiMoTmaTmaNiTmaTmaTmaTma,[0.81313126 0.14244332 0.04442542]
97,7,>512,TmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaMoNiTmaTmaNiTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaNiTmaMoTmaTmaTmaTmaTmaMoTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaMoTma,[0.83967853 0.09540284 0.06491863]
98,7,>512,TmaTmaNiTmaTmaTmaTmaTmaTmaMoNiTmaTmaTmaMoNiTmaTmaTmaTmaNiTmaMoTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaNiNiNiTmaTmaTmaMoTmaTmaNiTmaTma,[0.83158322 0.11380915 0.05460763]
99,7,>512,NiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaMoNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaMoNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaNiTmaTmaNiTma,[0.83702466 0.14098936 0.02198598]
100,7,>512,TmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiMoNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiMoTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNi,[0.83702466 0.14098936 0.02198598]
101,7,>512,NiTmaNiNiTmaTmaTmaMoTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaMoNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTma,[0.82695221 0.15090048 0.02214732]
102,7,>512,TmaTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaNiMoTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaMoTmaTmaMoTmaNiMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.85904578 0.07695336 0.06400086]
103,7,>512,TmaNiMoNiTmaMoTmaNiTmaTmaTmaMoTmaTmaTmaMoTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaNiTmaTmaTmaNiTmaTma,[0.8009988 0.1431816 0.0558196]
104,7,>512,TmaTmaTmaNiTmaTmaMoTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaNiNiNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTma,[0.8185426  0.17027713 0.01118027]
105,7,>512,TmaNiTmaTmaTmaTmaTmaTmaMoTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaMo,[0.86638034 0.1121039  0.02151577]
106,7,>512,MoNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiNiNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaMoNiTmaTmaTmaTma,[0.81673083 0.16095812 0.02231104]
107,7,>512,TmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaNiNiTmaTmaNiTmaTmaTmaTmaMoMoTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTma,[0.85489774 0.11266661 0.03243565]
108,7,>512,TmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaNiNiNiTmaTmaTmaNiMoNiNiTmaTmaMoMoMoNiMoNiTmaTmaNiTmaTmaTmaTmaNiTmaNiNiMoNiTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaMoNiTmaNi,[0.74008279 0.15653375 0.10338346]
109,7,>512,NiNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiNiMoTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaMoTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiTma,[0.84695142 0.1312216  0.02182698]
110,7,>512,NiTmaTmaMoNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaNiMoTmaMoTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaMoTmaTmaTmaTmaMoTmaTmaTmaNiNiTma,[0.8297851  0.10482744 0.06538746]
111,7,>512,TmaTmaTmaTmaTmaNiTmaNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaMoTmaTmaNiTmaTmaTmaTmaTmaTmaMoNiTmaNiTma,[0.84695142 0.1312216  0.02182698]
112,7,>512,TmaNiTmaTmaTmaTmaNiMoTmaTmaTmaNiTmaTmaNiNiNiTmaTmaNiTmaTmaTmaTmaTmaNiNiTmaNiNiTmaTmaTmaMoTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaMoNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTma,[0.80456312 0.16179608 0.03364079]
113,7,>512,NiTmaTmaTmaMoTmaNiTmaNiNiTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaMoTmaNiTmaTmaMoMoTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiMoTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaMoTmaMoNiTmaNi,[0.77461882 0.13533586 0.09004531]
114,7,>512,TmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiNiTmaTmaNiTmaMoTmaTmaTmaTmaTmaTmaNiTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaNiTmaMoNiNiMoTmaNiTmaNiNiTma,[0.8009988 0.1431816 0.0558196]
115,7,>512,TmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaMoTmaTmaTmaMoNiTmaTmaNiTmaTmaTmaNiTmaMoTmaTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaNiNiNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTma,[0.83520295 0.13188985 0.03290719]
116,7,>512,NiTmaTmaTmaNiNiTmaTmaMoTmaTmaMoNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaNiTmaTmaTmaTmaTmaTmaTmaMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTma,[0.85306773 0.10377732 0.04315496]
117,7,>512,TmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaNiTmaTmaMoTmaTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaMoNiTmaMoMoNiTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaMoTmaTmaNiTmaMoTmaNiNiTmaNiTmaNiTma,[0.807791  0.1149751 0.0772339]
118,7,>512,NiTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaNiNiTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaMoTmaTmaNiNiTmaNiMoTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaNiNiMoNiNiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaNiTmaTmaTma,[0.78336618 0.18248552 0.0341483 ]
119,7,>512,NiTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaNiNiTmaNiTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaMoNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaMoTmaTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNi,[0.83702466 0.14098936 0.02198598]
120,7,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaMoNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaNiMoTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaTma,[0.86638034 0.1121039  0.02151577]
121,7,>512,TmaTmaTmaNiNiTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaTmaMoNiTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaNiTmaMoTmaTmaTmaTmaTmaTmaTmaTmaMoTmaMoTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaTma,[0.85124552 0.09492601 0.05382847]
