sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
34,10,>512,PheTmaTmaTmaTmaTmaMepPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaPhePhePheTmaMepTmaPheMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTma,[0.84989773 0.1080529  0.04204937]
35,10,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaMepTmaMepTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhe,[0.88409264 0.06401103 0.05189633]
36,10,>512,TmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTma,[0.86030559 0.13969441]
37,10,>512,TmaTmaMepTmaTmaPheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaMepPheTmaTmaPheTmaMepTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPhePhePheTmaMepTmaTmaPheTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaPheTma,[0.7795112  0.16649508 0.05399372]
38,10,>512,TmaTmaTmaTmaPheTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaPhePheTmaTmaPheMepTmaTmaTmaMepTmaTmaPheTmaTmaPheMepPheTmaTmaTmaTmaTmaTmaTma,[0.82652837 0.14166585 0.03180579]
39,10,>512,TmaTmaPheTmaTmaPheTmaPhePhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaPheMepTmaTmaMepTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMepTmaPheTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaMepMepTmaTmaPheTmaPheTmaTmaTmaTmaPhePheTmaPheTmaTma,[0.74274655 0.20252241 0.05473104]
40,10,>512,TmaMepTmaTmaTmaTmaPheTmaTmaMepTmaTmaTmaPheTmaPheTmaTmaMepTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMepTmaMepTmaTmaPheTmaPheTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaMep,[0.80371526 0.13204985 0.06423489]
41,10,>512,TmaTmaTmaTmaTmaTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaPhePheTmaPheTmaTmaTmaMepTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepTmaPhePhePhe,[0.83789287 0.14100255 0.02110458]
42,10,>512,TmaTmaTmaMepTmaPheMepTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaPheMepTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaMepPheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaPheTmaMepTmaTma,[0.80371526 0.13204985 0.06423489]
43,10,>512,TmaPheTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheMepTmaPheTmaPheTmaMepTmaPheTmaMepTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTma,[0.82677263 0.13080712 0.04242025]
44,10,>512,TmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaTmaTmaMepTmaTmaPheTmaPheTmaMepTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTma,[0.83813934 0.13019448 0.03166618]
45,10,>512,TmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaMepPheTmaMepPheTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaPheMepPheTmaTmaMepPhe,[0.81578291 0.10958637 0.07463072]
46,10,>512,TmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaMepMepTmaTmaPhePheTmaPheTmaTmaTmaTmaMepMepTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaMepTma,[0.80347555 0.14301134 0.05351311]
47,10,>512,MepTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPhePheTmaTmaTmaTmaTmaPheTmaMep,[0.83838595 0.11938006 0.04223399]
48,10,>512,TmaPheTmaTmaPhePheTmaTmaTmaTmaTmaPheTmaMepPheTmaTmaTmaTmaPhePheTmaTmaMepTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaMepPheTmaTmaTmaTmaPheTmaTmaTmaTmaPhe,[0.79107295 0.17669495 0.03223209]
49,10,>512,TmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaMepTmaMepTmaTmaPheTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMepTmaMepPhePheTmaMepTmaTma,[0.8388796  0.09773211 0.06338829]
50,10,>512,TmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaMepTmaTmaTmaTmaTmaMepMepTmaPheTmaPheTmaTmaMepTmaTmaPheTmaTmaPheTmaTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTma,[0.79154694 0.15470072 0.05375234]
51,10,>512,TmaMepTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaTmaMepTma,[0.87287545 0.07500326 0.05212129]
52,10,>512,MepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaPheTmaTmaMepTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTma,[0.87287545 0.07500326 0.05212129]
53,10,>512,TmaTmaPheTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepPheTmaTmaMepPheTmaTmaTmaTmaTmaTmaMepPheTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaMepTmaTmaTma,[0.8272616 0.1090704 0.063668 ]
54,10,>512,TmaTmaTmaMepTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaMepMepPheTmaTmaTmaTmaTmaPheTmaTmaPhePhePheTmaTmaPheTmaTmaTmaMepTmaTmaTmaMepTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaPheTmaTmaTma,[0.80371526 0.13204985 0.06423489]
55,10,>512,TmaTmaPheTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaMepPheTmaPheTmaTmaTmaMepTmaTmaTmaTmaTmaTmaMepPheTmaTmaTmaTmaTmaTmaPheTmaMepTmaTmaPheTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaPheMepTmaTmaTmaTma,[0.80395511 0.12108182 0.07496307]
56,10,>512,TmaTmaPheMepTmaMepTmaPheTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMepPheTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTma,[0.84989773 0.1080529  0.04204937]
57,10,>512,TmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaMepPhePheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMepPheTmaMepMepPheMepTmaPheTmaTmaPheTmaTmaPhePhePhePheMepPhePheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaMepTmaMepTmaTmaPheTmaPheTma,[0.69299739 0.2065349  0.10046771]
58,10,>512,TmaMepPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTma,[0.86105815 0.10755124 0.03139061]
59,10,>512,TmaTmaTmaTmaPheTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaPhePheTmaTmaTmaPhePhePheMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMepTmaPheTmaTmaTmaPheTmaTmaTmaPhe,[0.80299656 0.16491471 0.03208873]
60,10,>512,TmaMepTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepTmaTmaMepPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheMepPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaMepTmaTmaTmaPheTmaTmaTmaTmaMep,[0.80395511 0.12108182 0.07496307]
61,10,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaPheMepTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepPhePheMepPheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaPheTma,[0.83838595 0.11938006 0.04223399]
62,10,>512,TmaPhePheTmaTmaTmaTmaPheTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaMepTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhe,[0.84964882 0.11882339 0.03152779]
63,10,>512,TmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMepTmaPhePhePhePheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaMepTmaPheTmaMepMepTmaTmaTmaTmaTmaTmaPhePheMepTma,[0.79178415 0.14369372 0.06452214]
64,10,>512,TmaMepMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaPheMepTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTma,[0.84964882 0.11882339 0.03152779]
65,10,>512,TmaTmaMepMepTmaPheTmaPheTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaPheTmaMepTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaPhePheTmaTmaTmaMepTmaTmaMepTmaTmaTmaTmaTmaTmaPheTmaTma,[0.80371526 0.13204985 0.06423489]
66,10,>512,TmaTmaTmaTmaTmaPheTmaPhePheTmaTmaMepPheTmaTmaTmaTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPhePhePheTmaTmaTmaTmaTma,[0.81481457 0.1532388  0.03194663]
67,10,>512,TmaTmaTmaTmaTmaTmaTmaPheTmaMepMepTmaMepTmaPheMepTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMepTmaTmaPheTmaTmaPheTmaTmaPheMepPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaMepPheTmaTmaTmaTmaPhePheTmaTmaTmaTma,[0.77998064 0.14438264 0.07563673]
68,10,>512,TmaPheTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaPheTmaMepTmaTmaTmaTmaTmaPhePheTmaTmaPheTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaPheMep,[0.81505644 0.14233541 0.04260815]
69,10,>512,MepTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaPheTmaTmaTmaPheTmaMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.883837   0.07465794 0.04150506]
70,10,>512,TmaTmaPheTmaTmaTmaMepTmaMepTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaMepMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaPhePheTma,[0.81505644 0.14233541 0.04260815]
71,10,>512,PhePheTmaTmaPheTmaPheTmaTmaPheMepPheTmaMepTmaPheMepTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTma,[0.79130988 0.16570113 0.04298899]
72,10,>512,TmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.91586307 0.08413693]
73,10,>512,TmaMepTmaTmaMepPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.87287545 0.07500326 0.05212129]
74,10,>512,TmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMepTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaMepMepTmaTmaTmaTmaTmaPheTmaTma,[0.84964882 0.11882339 0.03152779]
75,10,>512,TmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaPheTmaPheTmaPheMepTmaTmaTmaMepPheTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTma,[0.84964882 0.11882339 0.03152779]
76,10,>512,TmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaPhePheTmaPheTmaTmaTma,[0.86030559 0.13969441]
77,10,>512,TmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.91612429 0.07364081 0.0102349 ]
78,10,>512,TmaTmaPhePheTmaTmaTmaPheMepMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaPheTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaPheTmaTmaMep,[0.82701704 0.11994197 0.05304098]
79,10,>512,TmaTmaTmaPheTmaTmaPheTmaTmaPhePheTmaTmaPheTmaTmaTmaTmaMepTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMepTmaMepTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaPheTmaTmaTmaMepPheTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaPheTma,[0.81529845 0.13142555 0.053276  ]
80,10,>512,TmaPheTmaTmaPheTmaTmaTmaTmaPheTmaPheMepTmaPheTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaTma,[0.83813934 0.13019448 0.03166618]
81,10,>512,TmaTmaPheTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPhePheMepMepTma,[0.82677263 0.13080712 0.04242025]
82,10,>512,TmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePhePheTmaTmaTmaTmaTmaPhePheMepTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaTmaTmaTmaTma,[0.83789287 0.14100255 0.02110458]
83,10,>512,TmaTmaTmaTmaTmaPheTmaTmaTmaTmaPhePhePhePheTmaTmaTmaTmaTmaTmaPhePheTmaPheTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaMepTmaPheTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTma,[0.81433126 0.17502618 0.01064256]
84,10,>512,TmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaPhePheTmaTmaPheMepTmaPheTmaTmaPheTmaTmaPheTmaPheTmaMepMepMepTmaTmaTmaTmaTmaTmaTmaPhe,[0.79178415 0.14369372 0.06452214]
85,10,>512,PheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaPheTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaPheMepTmaTmaTma,[0.87211542 0.10705422 0.02083036]
86,10,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMepTmaTmaTmaTmaPhePhePheTmaMepPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTma,[0.87262196 0.08569312 0.04168492]
87,10,>512,TmaTmaMepTmaMepTmaTmaTmaMepTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPhe,[0.8613093  0.09682435 0.04186635]
88,10,>512,TmaTmaTmaPheTmaMepTmaTmaTmaTmaTmaPheTmaMepTmaTmaMepTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePheTmaTma,[0.84989773 0.1080529  0.04204937]
89,10,>512,TmaPheTmaTmaTmaPheTmaTmaTmaTmaPheMepTmaPheTmaMepPheTmaTmaPheTmaTmaTmaMepPhePhePhePheTmaTmaTmaTmaTmaTmaPheTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaPhePheTmaTmaPheTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhe,[0.76759891 0.16729668 0.06510441]
90,10,>512,TmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPhePhePheTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTma,[0.90494149 0.09505851]
91,10,>512,PheTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePhePheTmaTmaPheTmaPheTmaMepTmaTmaTmaTmaTmaPheTmaTmaTmaMepTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaPhe,[0.80299656 0.16491471 0.03208873]
92,10,>512,TmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaMepPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMepMepTmaTmaTmaPheTmaPheTmaMep,[0.85014677 0.09727611 0.05257712]
93,10,>512,TmaTmaTmaTmaTmaPheTmaPheTmaMepTmaTmaMepTmaTmaPheTmaTmaPhePheTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaMepTmaPhePheTmaPheMepTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTma,[0.77974585 0.15544219 0.06481196]
94,10,>512,TmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaPhePhePheTmaPhePhePhePheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTma,[0.80275728 0.17585661 0.02138611]
95,10,>512,TmaTmaTmaTmaTmaTmaTmaTmaTmaMepPheTmaTmaTmaTmaTmaTmaMepTmaPheTmaTmaMepPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaTmaTmaPheMepTmaTmaPheTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTma,[0.8386327  0.10855927 0.05280803]
96,10,>512,TmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPheTmaMepTmaTmaPheTmaPheTmaPheTmaTmaTmaPheTmaTmaPheTma,[0.82604027 0.16336406 0.01059567]
